prevo1,prevh1,prevl1,prevv1,prevp2,prevo2,prevh2,prevl2,prevv2,prevp3,prevo3,prevh3,prevl3,prevv3,prevp4,prevo4,prevh4,prevl4,prevv4,prevp5,prevo5,prevh5,prevl5,prevv5,closing
319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,349.17
343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,319.95
341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,344.03
371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,341.3
385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,371.12
384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,385.25
389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,384.2
364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,388.97
363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,364.88
376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,364.01
365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,376.7
388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,365.71
373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,387.98
367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,373.72
351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,367.92
337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,351.1
352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,337.46
353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,352.06
334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,353.49
385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,334.91
381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,385.94
439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,381.97
475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,439.08
433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,475.8
428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,433.9
398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,428.86
395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,398.8
383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,395.11
385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,383.11
383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,385.96
407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,383.2
390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.7
395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,390.5
388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,395.56
416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,387.99
407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,416.05
422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,407.44
430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,422.16
433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,430.56
432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,433.63
438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,432.18
424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,438.03
387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,424.31
379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,387.12
395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,379.01
390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,395.53
396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,390.23
379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,396.76
394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,379.57
400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,394.83
389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,400.79
385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,389.62
372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,385.8
387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,372.08
346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,387.14
334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,346.51
317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,334.87
316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,317.82
321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,316.96
311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,321.8
305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,311.13
279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,305.32
275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,279.33
263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,275.34
245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,263.28
236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,245.53
239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,236.1
235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,239.01
232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,235.75
233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,232.75
238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,233.65
240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,238.62
239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,240.5
242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,239.73
239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,242.75
241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,239.2
242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,241.26
246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,242.02
239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,246.99
241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,239.25
227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,241.56
229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,227.98
225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,229.15
226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.12
230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,226.42
225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,230.95
227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,225.63
225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,227.87
221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,225.09
229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,221.06
232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,229.67
234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,232.56
243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,234.75
243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,243.2
228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,231.34,233.85,234.69,228.13,4960000,243.25
228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,231.34,233.85,234.69,228.13,4960000,233.88,235.37,236.55,228.63,5940000,228.13
229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,231.34,233.85,234.69,228.13,4960000,233.88,235.37,236.55,228.63,5940000,235.36,230.92,235.95,228.99,7030000,228.86
231.34,231.94,226.97,5560000,231.34,233.85,234.69,228.13,4960000,233.88,235.37,236.55,228.63,5940000,235.36,230.92,235.95,228.99,7030000,230.93,231.99,233.34,219.06,10180000,229.11
233.85,234.69,228.13,4960000,233.88,235.37,236.55,228.63,5940000,235.36,230.92,235.95,228.99,7030000,230.93,231.99,233.34,219.06,10180000,232.02,238.23,238.48,230.52,5780000,231.34
235.37,236.55,228.63,5940000,235.36,230.92,235.95,228.99,7030000,230.93,231.99,233.34,219.06,10180000,232.02,238.23,238.48,230.52,5780000,238.22,237.55,238.61,234.86,5270000,233.88
230.92,235.95,228.99,7030000,230.93,231.99,233.34,219.06,10180000,232.02,238.23,238.48,230.52,5780000,238.22,237.55,238.61,234.86,5270000,237.54,230.72,239.23,228.62,7340000,235.36
231.99,233.34,219.06,10180000,232.02,238.23,238.48,230.52,5780000,238.22,237.55,238.61,234.86,5270000,237.54,230.72,239.23,228.62,7340000,230.71,247.79,249.77,227.01,12400000,230.93
238.23,238.48,230.52,5780000,238.22,237.55,238.61,234.86,5270000,237.54,230.72,239.23,228.62,7340000,230.71,247.79,249.77,227.01,12400000,247.78,243.82,249.51,242.54,7630000,232.02
237.55,238.61,234.86,5270000,237.54,230.72,239.23,228.62,7340000,230.71,247.79,249.77,227.01,12400000,247.78,243.82,249.51,242.54,7630000,243.82,246.19,249.45,240.18,6860000,238.22
230.72,239.23,228.62,7340000,230.71,247.79,249.77,227.01,12400000,247.78,243.82,249.51,242.54,7630000,243.82,246.19,249.45,240.18,6860000,246.18,244.56,247.11,241.3,6550000,237.54
247.79,249.77,227.01,12400000,247.78,243.82,249.51,242.54,7630000,243.82,246.19,249.45,240.18,6860000,246.18,244.56,247.11,241.3,6550000,244.56,242,244.94,235.44,8100000,230.71
243.82,249.51,242.54,7630000,243.82,246.19,249.45,240.18,6860000,246.18,244.56,247.11,241.3,6550000,244.56,242,244.94,235.44,8100000,242,240.27,244.43,238.38,6620000,247.78
246.19,249.45,240.18,6860000,246.18,244.56,247.11,241.3,6550000,244.56,242,244.94,235.44,8100000,242,240.27,244.43,238.38,6620000,240.23,243.37,247.5,239.7,7750000,243.82
244.56,247.11,241.3,6550000,244.56,242,244.94,235.44,8100000,242,240.27,244.43,238.38,6620000,240.23,243.37,247.5,239.7,7750000,243.37,244.53,246.41,236.68,8750000,246.18
242,244.94,235.44,8100000,242,240.27,244.43,238.38,6620000,240.23,243.37,247.5,239.7,7750000,243.37,244.53,246.41,236.68,8750000,244.52,237.9,244.76,233.84,8150000,244.56
240.27,244.43,238.38,6620000,240.23,243.37,247.5,239.7,7750000,243.37,244.53,246.41,236.68,8750000,244.52,237.9,244.76,233.84,8150000,237.94,248.01,253.21,227.95,12690000,242
243.37,247.5,239.7,7750000,243.37,244.53,246.41,236.68,8750000,244.52,237.9,244.76,233.84,8150000,237.94,248.01,253.21,227.95,12690000,247.97,231.8,249.81,230.85,11970000,240.23
244.53,246.41,236.68,8750000,244.52,237.9,244.76,233.84,8150000,237.94,248.01,253.21,227.95,12690000,247.97,231.8,249.81,230.85,11970000,231.81,243.63,245.33,230.31,12430000,243.37
237.9,244.76,233.84,8150000,237.94,248.01,253.21,227.95,12690000,247.97,231.8,249.81,230.85,11970000,231.81,243.63,245.33,230.31,12430000,243.63,220.66,246.55,218.86,14340000,244.52
248.01,253.21,227.95,12690000,247.97,231.8,249.81,230.85,11970000,231.81,243.63,245.33,230.31,12430000,243.63,220.66,246.55,218.86,14340000,220.66,220.14,224.52,217.84,12360000,237.94
231.8,249.81,230.85,11970000,231.81,243.63,245.33,230.31,12430000,243.63,220.66,246.55,218.86,14340000,220.66,220.14,224.52,217.84,12360000,220.18,208.2,220.33,204.79,12510000,247.97
243.63,245.33,230.31,12430000,243.63,220.66,246.55,218.86,14340000,220.66,220.14,224.52,217.84,12360000,220.18,208.2,220.33,204.79,12510000,208.18,200.99,208.18,200.85,10280000,231.81
220.66,246.55,218.86,14340000,220.66,220.14,224.52,217.84,12360000,220.18,208.2,220.33,204.79,12510000,208.18,200.99,208.18,200.85,10280000,201,204.13,204.9,197.3,10440000,243.63
220.14,224.52,217.84,12360000,220.18,208.2,220.33,204.79,12510000,208.18,200.99,208.18,200.85,10280000,201,204.13,204.9,197.3,10440000,204.13,199.99,205.52,198.57,10630000,220.66
208.2,220.33,204.79,12510000,208.18,200.99,208.18,200.85,10280000,201,204.13,204.9,197.3,10440000,204.13,199.99,205.52,198.57,10630000,199.97,206.65,210.4,199.97,11890000,220.18
200.99,208.18,200.85,10280000,201,204.13,204.9,197.3,10440000,204.13,199.99,205.52,198.57,10630000,199.97,206.65,210.4,199.97,11890000,206.62,207.35,211.03,204.97,9910000,208.18
204.13,204.9,197.3,10440000,204.13,199.99,205.52,198.57,10630000,199.97,206.65,210.4,199.97,11890000,206.62,207.35,211.03,204.97,9910000,207.35,198.75,209.04,196.68,12130000,201
199.99,205.52,198.57,10630000,199.97,206.65,210.4,199.97,11890000,206.62,207.35,211.03,204.97,9910000,207.35,198.75,209.04,196.68,12130000,198.75,210,211.58,192.11,14360000,204.13
206.65,210.4,199.97,11890000,206.62,207.35,211.03,204.97,9910000,207.35,198.75,209.04,196.68,12130000,198.75,210,211.58,192.11,14360000,209.99,214.52,215.28,207.03,12190000,199.97
207.35,211.03,204.97,9910000,207.35,198.75,209.04,196.68,12130000,198.75,210,211.58,192.11,14360000,209.99,214.52,215.28,207.03,12190000,214.51,214.88,215.75,209.79,13960000,206.62
198.75,209.04,196.68,12130000,198.75,210,211.58,192.11,14360000,209.99,214.52,215.28,207.03,12190000,214.51,214.88,215.75,209.79,13960000,214.87,207,217,207,17730000,207.35
210,211.58,192.11,14360000,209.99,214.52,215.28,207.03,12190000,214.51,214.88,215.75,209.79,13960000,214.87,207,217,207,17730000,207,200.51,209.79,199.77,15780000,198.75
214.52,215.28,207.03,12190000,214.51,214.88,215.75,209.79,13960000,214.87,207,217,207,17730000,207,200.51,209.79,199.77,15780000,200.51,194.85,203.12,193.48,15520000,209.99
214.88,215.75,209.79,13960000,214.87,207,217,207,17730000,207,200.51,209.79,199.77,15780000,200.51,194.85,203.12,193.48,15520000,194.85,203.29,204.02,192.61,16620000,214.51
207,217,207,17730000,207,200.51,209.79,199.77,15780000,200.51,194.85,203.12,193.48,15520000,194.85,203.29,204.02,192.61,16620000,203.3,199.58,205.82,196.21,20750000,214.87
200.51,209.79,199.77,15780000,200.51,194.85,203.12,193.48,15520000,194.85,203.29,204.02,192.61,16620000,203.3,199.58,205.82,196.21,20750000,199.58,189.82,200.82,188.59,17470000,207
194.85,203.12,193.48,15520000,194.85,203.29,204.02,192.61,16620000,203.3,199.58,205.82,196.21,20750000,199.58,189.82,200.82,188.59,17470000,189.84,185.82,192.04,185.68,15580000,200.51
203.29,204.02,192.61,16620000,203.3,199.58,205.82,196.21,20750000,199.58,189.82,200.82,188.59,17470000,189.84,185.82,192.04,185.68,15580000,185.96,187.77,193.26,177.43,26740000,194.85
199.58,205.82,196.21,20750000,199.58,189.82,200.82,188.59,17470000,189.84,185.82,192.04,185.68,15580000,185.96,187.77,193.26,177.43,26740000,187.78,210.19,210.19,180.7,35980000,203.3
189.82,200.82,188.59,17470000,189.84,185.82,192.04,185.68,15580000,185.96,187.77,193.26,177.43,26740000,187.78,210.19,210.19,180.7,35980000,210.22,211.47,214.5,208.83,20900000,199.58
185.82,192.04,185.68,15580000,185.96,187.77,193.26,177.43,26740000,187.78,210.19,210.19,180.7,35980000,210.22,211.47,214.5,208.83,20900000,211.45,212,216.44,207.25,23080000,189.84
187.77,193.26,177.43,26740000,187.78,210.19,210.19,180.7,35980000,210.22,211.47,214.5,208.83,20900000,211.45,212,216.44,207.25,23080000,212,199.05,214,197.36,26710000,185.96
210.19,210.19,180.7,35980000,210.22,211.47,214.5,208.83,20900000,211.45,212,216.44,207.25,23080000,212,199.05,214,197.36,26710000,199.04,205.36,210.62,198.79,24030000,187.78
211.47,214.5,208.83,20900000,211.45,212,216.44,207.25,23080000,212,199.05,214,197.36,26710000,199.04,205.36,210.62,198.79,24030000,205.36,206.59,211.33,201.75,21050000,210.22
