Date,Price,Open,High,Low,Vol.,Change %
25-Jun-18,458.76,454.81,472.54,437.08,4.41M,0.87%
24-Jun-18,454.81,474.14,475.74,419.56,2.64M,-4.08%
23-Jun-18,474.14,462.58,482.42,456.46,1.22M,2.50%
22-Jun-18,462.57,525.97,526.26,450.72,1.74M,-12.06%
21-Jun-18,526.01,536.31,544.71,522.47,774.03K,-1.92%
20-Jun-18,536.31,538.22,541.08,517.42,873.14K,-0.36%
19-Jun-18,538.22,517.91,547.50,514.88,985.96K,3.92%
18-Jun-18,517.91,496.47,523.95,489.16,842.05K,4.33%
17-Jun-18,496.43,496.95,507.19,494.73,604.79K,-0.10%
16-Jun-18,496.93,487.88,502.47,484.89,749.09K,1.86%
15-Jun-18,487.88,519.49,520.73,483.99,1.25M,-6.09%
14-Jun-18,519.49,476.17,525.21,461.62,1.70M,9.10%
13-Jun-18,476.17,494.60,501.64,450.67,1.56M,-3.70%
12-Jun-18,494.48,531.40,538.16,484.99,1.24M,-6.95%
11-Jun-18,531.42,524.64,535.63,510.29,1.21M,1.29%
10-Jun-18,524.64,593.80,593.82,503.43,1.49M,-11.65%
9-Jun-18,593.80,599.67,608.65,592.54,534.16K,-0.98%
8-Jun-18,599.67,604.71,608.32,593.74,622.54K,-0.83%
7-Jun-18,604.71,606.39,616.52,600.29,843.32K,-0.28%
6-Jun-18,606.39,608.83,611.63,593.98,700.74K,-0.40%
5-Jun-18,608.83,591.44,613.00,577.53,829.99K,2.94%
4-Jun-18,591.44,619.09,624.81,580.71,809.80K,-4.46%
3-Jun-18,619.08,591.33,627.51,590.81,764.93K,4.70%
2-Jun-18,591.30,579.34,598.78,574.80,808.42K,2.07%
1-Jun-18,579.30,577.87,589.55,565.69,861.91K,0.25%
31-May-18,577.87,557.96,586.15,554.96,922.24K,3.56%
30-May-18,557.98,566.86,584.90,543.16,1.06M,-1.56%
29-May-18,566.81,512.32,572.71,511.94,1.38M,10.64%
28-May-18,512.29,570.67,575.00,507.72,1.50M,-10.23%
27-May-18,570.69,586.63,591.48,558.44,892.94K,-2.74%
26-May-18,586.76,585.39,606.26,579.36,651.25K,0.24%
25-May-18,585.39,602.40,616.48,569.77,1.08M,-2.83%
24-May-18,602.43,577.52,609.39,547.39,1.56M,4.31%
23-May-18,577.55,642.02,649.85,564.74,1.78M,-10.06%
22-May-18,642.17,696.84,698.48,639.20,928.09K,-7.85%
21-May-18,696.85,716.02,718.06,694.07,590.69K,-2.68%
20-May-18,716.02,696.73,722.92,688.70,702.63K,2.77%
19-May-18,696.76,693.28,716.51,683.38,732.31K,0.50%
18-May-18,693.28,668.98,694.24,658.25,906.93K,3.63%
17-May-18,668.97,706.53,718.50,663.91,953.69K,-5.32%
16-May-18,706.53,705.73,710.49,667.51,978.18K,0.11%
15-May-18,705.73,727.06,738.71,696.63,1.03M,-2.93%
14-May-18,727.06,729.41,741.52,687.16,1.39M,-0.32%
13-May-18,729.37,684.77,739.67,669.20,1.01M,6.64%
12-May-18,683.94,676.97,689.83,635.23,1.34M,1.14%
11-May-18,676.21,724.36,736.58,665.81,1.63M,-6.65%
10-May-18,724.40,751.98,768.24,723.39,983.14K,-3.62%
9-May-18,751.62,747.98,759.71,711.49,1.07M,0.42%
8-May-18,748.48,759.35,761.43,721.49,1.14M,-0.74%
7-May-18,754.03,793.29,797.30,700.40,2.12M,-4.94%
6-May-18,793.19,818.75,838.26,755.09,1.16M,-3.07%
5-May-18,818.33,785.29,830.03,782.18,1.00M,4.22%
4-May-18,785.20,778.97,806.90,760.10,1.24M,0.80%
3-May-18,778.95,688.23,788.61,686.79,1.55M,13.19%
2-May-18,688.15,671.31,690.97,664.29,873.98K,2.52%
1-May-18,671.26,670.12,674.36,630.33,1.03M,0.18%
30-Apr-18,670.07,689.83,693.85,664.03,913.86K,-2.87%
29-Apr-18,689.90,683.49,700.05,669.15,856.12K,0.94%
28-Apr-18,683.49,643.96,693.79,640.92,871.55K,6.14%
27-Apr-18,643.97,661.65,685.54,641.84,1.06M,-2.78%
26-Apr-18,662.36,617.37,665.20,600.69,1.37M,7.29%
25-Apr-18,617.36,702.94,703.25,594.98,2.72M,-12.18%
24-Apr-18,703.02,644.08,711.74,644.05,1.48M,9.14%
23-Apr-18,644.13,622.01,648.58,619.81,859.64K,3.52%
22-Apr-18,622.23,605.58,643.58,591.78,1.02M,2.75%
21-Apr-18,605.59,617.10,623.86,574.73,1.23M,-1.86%
20-Apr-18,617.04,567.70,620.58,558.27,1.42M,8.73%
19-Apr-18,567.49,525.74,570.15,522.15,1.04M,7.96%
18-Apr-18,525.66,503.24,526.41,502.02,759.15K,4.47%
17-Apr-18,503.19,511.75,520.86,501.73,826.71K,-1.69%
16-Apr-18,511.82,533.89,537.32,498.87,1.03M,-4.14%
15-Apr-18,533.90,502.52,534.18,502.52,988.29K,6.24%
14-Apr-18,502.52,494.36,514.14,486.89,924.64K,1.83%
13-Apr-18,493.48,494.25,528.71,482.19,1.67M,-0.11%
12-Apr-18,494.03,430.13,498.13,414.07,1.86M,14.85%
11-Apr-18,430.14,415.43,433.25,412.35,827.17K,3.54%
10-Apr-18,415.45,399.04,417.84,391.81,709.22K,4.11%
9-Apr-18,399.05,400.67,430.85,388.05,1.30M,-0.41%
8-Apr-18,400.71,384.85,403.71,384.85,569.26K,4.12%
7-Apr-18,384.87,369.97,394.66,369.41,600.40K,4.03%
6-Apr-18,369.97,381.69,385.70,363.83,700.80K,-3.03%
5-Apr-18,381.52,378.62,386.91,367.21,903.27K,0.75%
4-Apr-18,378.68,415.58,416.38,371.35,1.12M,-8.87%
3-Apr-18,415.55,385.02,418.78,380.89,1.06M,7.92%
2-Apr-18,385.07,378.85,393.94,375.67,824.81K,1.67%
1-Apr-18,378.75,394.10,399.46,359.49,1.24M,-3.86%
31-Mar-18,393.96,393.75,419.07,390.09,1.21M,0.04%
30-Mar-18,393.79,384.13,411.17,366.12,1.96M,2.52%
29-Mar-18,384.12,446.86,449.33,380.85,2.01M,-14.03%
28-Mar-18,446.84,448.73,465.09,440.84,918.12K,-0.37%
27-Mar-18,448.48,485.97,491.77,446.70,1.31M,-7.72%
26-Mar-18,485.98,523.46,526.22,467.46,1.15M,-7.17%
25-Mar-18,523.50,520.44,535.11,513.05,495.85K,0.59%
24-Mar-18,520.45,543.15,545.15,520.05,554.62K,-4.23%
23-Mar-18,543.42,539.90,543.51,508.36,871.89K,0.66%
22-Mar-18,539.87,559.90,577.63,517.81,887.95K,-3.63%
21-Mar-18,560.24,557.09,589.83,545.87,1.01M,0.57%
20-Mar-18,557.08,555.75,566.63,517.02,1.16M,0.17%
19-Mar-18,556.16,536.72,558.33,516.31,1.46M,3.62%
18-Mar-18,536.72,549.96,559.19,454.90,2.56M,-2.46%
17-Mar-18,550.27,600.48,609.48,544.51,777.54K,-8.41%
16-Mar-18,600.79,610.36,625.34,585.84,695.58K,-1.53%
15-Mar-18,610.13,612.08,620.01,572.69,991.89K,-0.32%
14-Mar-18,612.09,689.67,702.53,587.10,990.48K,-11.24%
13-Mar-18,689.57,697.06,713.80,680.01,558.73K,-1.07%
12-Mar-18,697.04,720.12,739.25,678.27,664.59K,-3.20%
11-Mar-18,720.12,682.77,733.33,664.53,690.94K,5.51%
10-Mar-18,682.52,725.70,746.13,678.46,673.80K,-5.97%
9-Mar-18,725.89,698.91,728.83,644.46,1.13M,3.85%
8-Mar-18,698.96,750.09,772.23,689.41,850.15K,-6.80%
7-Mar-18,749.98,814.56,824.83,724.98,945.38K,-7.96%
6-Mar-18,814.88,850.00,851.72,803.90,578.56K,-4.16%
5-Mar-18,850.24,865.53,870.27,850.24,466.38K,-1.77%
4-Mar-18,865.53,855.91,867.35,838.06,444.49K,1.12%
3-Mar-18,855.91,855.46,868.51,853.45,407.54K,-0.02%
2-Mar-18,856.09,870.51,875.69,850.47,463.75K,-1.60%
1-Mar-18,870.04,852.44,879.53,848.41,514.50K,2.06%
28-Feb-18,852.49,871.58,888.06,850.84,550.74K,-2.17%
27-Feb-18,871.44,867.06,894.78,861.40,569.30K,0.51%
26-Feb-18,866.99,841.28,879.18,835.34,619.75K,3.11%
25-Feb-18,840.88,834.10,849.36,818.46,507.82K,0.78%
24-Feb-18,834.36,854.99,874.49,810.91,669.62K,-2.60%
23-Feb-18,856.65,803.56,882.61,787.95,868.36K,6.59%
22-Feb-18,803.66,838.97,878.14,789.92,849.82K,-4.22%
21-Feb-18,839.10,884.94,906.43,818.48,1.01M,-5.13%
20-Feb-18,884.51,940.04,959.41,877.65,788.97K,-5.91%
19-Feb-18,940.08,913.09,954.94,910.29,552.22K,2.95%
18-Feb-18,913.10,971.57,980.27,903.28,869.06K,-6.02%
17-Feb-18,971.54,937.35,972.86,934.49,648.32K,3.63%
16-Feb-18,937.50,927.34,945.68,907.33,662.76K,1.07%
15-Feb-18,927.56,919.53,945.99,902.56,952.23K,0.86%
14-Feb-18,919.67,841.38,922.38,840.82,993.86K,9.30%
13-Feb-18,841.38,865.72,868.92,822.98,733.53K,-2.80%
12-Feb-18,865.62,811.01,875.52,810.99,837.42K,6.81%
11-Feb-18,810.45,851.44,854.10,778.90,988.45K,-4.81%
10-Feb-18,851.39,877.88,908.26,816.72,1.05M,-3.01%
9-Feb-18,877.85,805.15,879.51,781.97,923.81K,9.00%
8-Feb-18,805.40,752.75,831.02,751.76,1.25M,6.93%
7-Feb-18,753.18,782.72,852.98,719.34,1.98M,-3.91%
6-Feb-18,783.83,696.75,797.94,568.78,4.29M,12.48%
5-Feb-18,696.86,828.49,859.72,634.64,2.99M,-15.98%
4-Feb-18,829.43,971.49,972.66,788.79,1.34M,-14.62%
3-Feb-18,971.49,920.93,997.51,850.38,1.07M,5.50%
2-Feb-18,920.85,1033.02,1036.17,766.82,3.03M,-10.90%
1-Feb-18,1033.55,1118.15,1157.09,970.42,1.76M,-7.56%
31-Jan-18,1118.08,1072.17,1126.87,1028.03,990.74K,4.31%
30-Jan-18,1071.90,1174.36,1178.92,1042.90,1.42M,-8.77%
29-Jan-18,1175.00,1245.50,1259.80,1155.90,488.44K,-5.74%
28-Jan-18,1246.60,1114.70,1264.80,1109.00,662.74K,11.82%
27-Jan-18,1114.80,1046.90,1125.30,1031.60,370.17K,6.48%
26-Jan-18,1047.00,1048.20,1078.60,983.00,485.47K,-0.11%
25-Jan-18,1048.20,1061.80,1102.40,1025.10,567.30K,-1.41%
24-Jan-18,1063.20,982.11,1068.80,952.04,606.14K,8.16%
23-Jan-18,982.98,995.26,1022.00,905.38,798.28K,-1.22%
22-Jan-18,995.08,1047.00,1084.10,912.76,835.88K,-4.96%
21-Jan-18,1047.00,1146.30,1146.30,1001.50,691.69K,-8.64%
20-Jan-18,1146.00,1032.60,1160.00,1029.60,573.52K,10.98%
19-Jan-18,1032.60,993.92,1079.00,960.10,612.19K,3.80%
18-Jan-18,994.81,1020.10,1079.00,940.00,1.31M,-2.23%
17-Jan-18,1017.50,1019.60,1088.30,770.10,2.40M,-0.25%
16-Jan-18,1020.10,1275.80,1278.80,868.98,2.35M,-19.89%
15-Jan-18,1273.40,1349.90,1377.90,1264.40,481.87K,-5.67%
14-Jan-18,1350.00,1379.90,1385.00,1256.00,618.61K,-2.17%
13-Jan-18,1380.00,1257.00,1423.20,1252.60,709.74K,9.77%
12-Jan-18,1257.20,1135.10,1285.00,1083.40,732.33K,10.72%
11-Jan-18,1135.50,1245.90,1331.80,1102.50,1.26M,-9.01%
10-Jan-18,1248.00,1285.70,1381.90,1203.20,1.33M,-2.78%
9-Jan-18,1283.70,1129.40,1299.00,1119.10,1.04M,13.67%
8-Jan-18,1129.30,1115.90,1225.00,968.12,1.54M,1.21%
7-Jan-18,1115.80,1004.30,1116.00,999.50,699.39K,11.10%
6-Jan-18,1004.30,962.77,1014.20,951.38,447.26K,4.31%
5-Jan-18,962.77,939.30,1023.60,930.00,1.04M,2.42%
4-Jan-18,940.00,942.01,997.00,893.24,1.22M,-0.21%
3-Jan-18,942.01,858.78,954.73,840.00,1.09M,9.69%
2-Jan-18,858.78,752.46,890.00,752.46,1.47M,14.13%
1-Jan-18,752.46,736.77,762.00,717.94,425.46K,2.13%
31-Dec-17,736.77,682.22,741.99,675.56,536.84K,8.00%
30-Dec-17,682.22,731.52,737.56,640.43,936.94K,-6.74%
29-Dec-17,731.52,711.42,755.00,703.02,716.87K,2.83%
28-Dec-17,711.42,736.45,740.30,652.00,893.82K,-3.40%
27-Dec-17,736.45,749.80,766.06,703.27,587.33K,-1.78%
26-Dec-17,749.80,709.81,749.80,708.83,521.74K,5.63%
25-Dec-17,709.81,659.89,737.00,651.76,764.73K,7.56%
24-Dec-17,659.89,672.59,675.00,560.00,1.09M,-1.89%
23-Dec-17,672.59,628.19,717.00,616.19,842.43K,7.07%
22-Dec-17,628.19,786.97,792.00,492.01,2.73M,-20.18%
21-Dec-17,786.97,794.99,848.08,747.10,1.20M,-1.01%
20-Dec-17,794.99,799.98,826.20,709.00,1.48M,-0.62%
19-Dec-17,799.98,783.99,863.00,750.01,1.81M,2.04%
18-Dec-17,783.99,708.78,798.90,660.00,1.47M,10.61%
17-Dec-17,708.78,683.25,725.00,683.24,737.16K,3.74%
16-Dec-17,683.25,678.29,711.96,672.51,703.29K,0.73%
15-Dec-17,678.29,686.51,698.31,610.00,1.26M,-1.20%
14-Dec-17,686.51,690.69,760.00,651.00,1.73M,-0.61%
13-Dec-17,690.69,634.87,742.00,573.00,2.40M,8.79%
12-Dec-17,634.87,515.25,646.92,497.75,1.49M,23.22%
11-Dec-17,515.25,429.24,531.20,429.14,784.74K,20.04%
10-Dec-17,429.24,460.92,460.92,413.30,875.79K,-6.87%
9-Dec-17,460.92,442.19,487.80,441.00,1.13M,4.24%
8-Dec-17,442.19,415.02,453.61,400.34,1.12M,6.55%
7-Dec-17,415.02,413.71,429.00,390.00,1.13M,0.32%
6-Dec-17,413.71,451.87,454.23,403.00,1.29M,-8.44%
5-Dec-17,451.87,465.00,467.38,444.17,656.34K,-2.82%
4-Dec-17,465.00,459.49,471.06,439.27,431.18K,1.20%
3-Dec-17,459.49,455.51,482.69,431.04,482.91K,0.87%
2-Dec-17,455.51,460.67,472.00,447.00,473.67K,-1.12%
1-Dec-17,460.67,432.21,467.00,413.96,594.10K,6.58%
30-Nov-17,432.21,420.34,454.95,385.40,785.98K,2.82%
29-Nov-17,420.34,465.56,517.00,403.01,801.26K,-9.71%
28-Nov-17,465.56,473.44,479.00,457.20,538.34K,-1.66%
27-Nov-17,473.44,464.00,491.89,458.25,671.20K,2.03%
26-Nov-17,464.00,464.00,464.00,464.00,-,0.00%
25-Nov-17,464.00,469.89,481.99,454.40,589.72K,-1.38%
24-Nov-17,470.51,405.19,478.50,397.37,903.70K,16.12%
23-Nov-17,405.19,380.48,426.27,374.34,925.00K,6.49%
22-Nov-17,380.48,360.00,381.89,358.80,486.17K,5.69%
21-Nov-17,360.00,367.94,373.50,350.00,696.99K,-2.16%
20-Nov-17,367.94,354.70,373.70,352.03,519.57K,3.73%
19-Nov-17,354.70,346.68,371.00,343.28,618.02K,2.31%
18-Nov-17,346.68,331.00,350.40,325.32,518.81K,4.74%
17-Nov-17,331.00,331.16,335.01,325.00,530.71K,0.07%
16-Nov-17,330.76,330.59,335.11,321.18,521.94K,0.05%
15-Nov-17,330.59,334.28,339.61,321.50,584.66K,-1.10%
14-Nov-17,334.28,313.22,336.69,313.22,854.09K,6.72%
13-Nov-17,313.22,303.90,318.00,302.40,696.37K,3.07%
12-Nov-17,303.90,313.07,316.99,293.33,879.41K,-2.93%
11-Nov-17,313.07,296.18,319.88,294.70,604.70K,5.70%
10-Nov-17,296.18,319.52,324.03,286.00,1.16M,-7.30%
9-Nov-17,319.52,307.50,328.80,305.00,881.18K,3.91%
8-Nov-17,307.50,291.42,318.90,290.11,1.17M,5.52%
7-Nov-17,291.42,296.90,304.20,285.01,757.80K,-1.85%
6-Nov-17,296.90,295.63,310.00,292.00,557.78K,0.43%
5-Nov-17,295.63,299.48,301.00,292.28,345.21K,-1.29%
4-Nov-17,299.48,303.47,304.38,293.00,463.88K,-1.31%
3-Nov-17,303.47,284.89,307.36,284.00,760.96K,6.52%
2-Nov-17,284.89,288.60,293.01,275.21,910.76K,-1.29%
1-Nov-17,288.60,303.69,305.11,287.04,538.44K,-4.97%
31-Oct-17,303.69,307.00,312.00,303.10,285.81K,-1.08%
30-Oct-17,307.00,304.39,314.40,303.93,301.72K,0.86%
29-Oct-17,304.39,293.49,312.49,290.50,583.18K,3.71%
28-Oct-17,293.49,295.99,297.01,288.60,245.78K,-0.84%
27-Oct-17,295.99,295.10,299.50,291.60,239.63K,0.30%
26-Oct-17,295.10,295.46,299.00,290.55,207.77K,-0.12%
25-Oct-17,295.46,296.30,300.00,288.50,329.33K,-0.28%
24-Oct-17,296.30,284.85,311.85,280.02,758.33K,4.02%
23-Oct-17,284.85,293.55,293.96,273.50,597.47K,-2.96%
22-Oct-17,293.55,299.23,305.62,289.40,334.09K,-1.90%
21-Oct-17,299.23,302.61,303.00,289.31,368.61K,-1.12%
20-Oct-17,302.61,306.97,313.01,301.04,415.81K,-1.42%
19-Oct-17,306.97,313.45,316.50,304.00,413.13K,-2.07%
18-Oct-17,313.45,315.65,316.21,287.46,885.21K,-0.70%
17-Oct-17,315.65,334.46,334.80,308.00,671.49K,-5.62%
16-Oct-17,334.46,337.23,355.00,330.85,945.25K,-0.82%
15-Oct-17,337.23,339.24,344.89,315.00,875.27K,-0.59%
14-Oct-17,339.24,337.46,348.00,334.05,528.58K,0.53%
13-Oct-17,337.46,303.06,350.00,298.00,1.34M,11.35%
12-Oct-17,303.06,303.20,310.01,302.10,649.86K,-0.05%
11-Oct-17,303.20,299.32,306.55,296.60,407.08K,1.30%
10-Oct-17,299.32,297.40,307.00,292.57,366.24K,0.65%
9-Oct-17,297.40,309.82,311.16,287.03,630.80K,-4.01%
8-Oct-17,309.82,311.46,314.39,307.55,363.24K,-0.53%
7-Oct-17,311.46,308.43,315.00,304.50,409.62K,0.98%
6-Oct-17,308.43,295.12,309.59,293.04,373.26K,4.51%
5-Oct-17,295.12,291.40,297.92,285.12,317.81K,1.28%
4-Oct-17,291.40,291.69,296.00,287.56,394.45K,-0.10%
3-Oct-17,291.69,296.82,300.50,285.93,452.02K,-1.73%
2-Oct-17,296.82,304.26,304.63,292.10,468.96K,-2.45%
1-Oct-17,304.26,303.44,305.57,295.00,385.33K,0.27%
30-Sep-17,303.44,292.66,307.76,292.30,459.21K,3.68%
29-Sep-17,292.66,302.63,303.90,280.50,966.41K,-3.29%
28-Sep-17,302.63,309.75,310.69,297.75,491.02K,-2.30%
27-Sep-17,309.75,289.28,315.51,286.93,748.36K,7.08%
26-Sep-17,289.28,295.20,296.38,285.20,366.53K,-2.01%
25-Sep-17,295.20,282.00,297.93,281.80,652.31K,4.68%
24-Sep-17,282.00,285.90,294.54,275.41,687.97K,-1.36%
23-Sep-17,285.90,262.19,287.20,259.01,570.42K,9.04%
22-Sep-17,262.19,256.67,269.50,253.03,643.20K,2.15%
21-Sep-17,256.67,283.50,287.53,251.52,1.03M,-9.46%
20-Sep-17,283.50,282.63,294.00,277.00,512.32K,0.31%
19-Sep-17,282.63,296.81,299.00,275.00,941.08K,-4.78%
18-Sep-17,296.81,257.00,299.89,257.00,1.33M,15.49%
17-Sep-17,257.00,253.00,263.69,239.00,685.70K,1.58%
16-Sep-17,253.00,258.68,270.00,242.20,1.08M,-2.20%
15-Sep-17,258.68,222.50,269.00,198.00,3.34M,16.26%
14-Sep-17,222.50,275.48,281.01,221.71,2.25M,-19.23%
13-Sep-17,275.48,293.90,294.16,256.00,1.57M,-6.27%
12-Sep-17,293.90,297.19,316.73,283.00,915.33K,-1.11%
11-Sep-17,297.19,297.90,308.00,287.33,609.03K,-0.24%
10-Sep-17,297.90,303.08,305.00,276.11,891.44K,-1.71%
9-Sep-17,303.08,304.00,307.08,291.46,594.28K,-0.30%
8-Sep-17,304.00,334.10,334.58,291.00,1.08M,-9.01%
7-Sep-17,334.10,337.36,338.66,321.10,582.98K,-0.97%
6-Sep-17,337.36,316.18,339.50,314.81,805.38K,6.70%
5-Sep-17,316.18,295.81,323.17,267.64,1.34M,6.89%
4-Sep-17,295.81,350.63,351.59,275.00,1.99M,-15.63%
3-Sep-17,350.63,345.00,368.40,328.33,742.59K,1.63%
2-Sep-17,345.00,390.35,390.77,325.10,1.08M,-11.62%
1-Sep-17,390.35,387.30,395.03,383.60,461.31K,0.79%
31-Aug-17,387.30,382.78,390.00,380.10,345.07K,1.18%
30-Aug-17,382.78,372.00,390.10,365.10,660.23K,2.90%
29-Aug-17,372.00,347.09,375.98,346.42,631.68K,7.18%
28-Aug-17,347.09,348.01,352.00,332.74,389.24K,-0.26%
27-Aug-17,348.01,332.72,348.01,331.88,362.05K,4.60%
26-Aug-17,332.72,328.70,334.60,324.50,315.62K,1.22%
25-Aug-17,328.70,325.62,338.25,324.04,378.01K,0.95%
